Placement,Placement url,Type,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Conversions,Cost / conv.,Conv. rate
"Mobile App: Birthday Wishes – Photo Video Maker with Music (Google Play), by Crazy 4 U",https://play.google.com/store/apps/details?id=com.mobm.brthdayslideshow.lavanyass,Mobile application,0,10,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Asianet News Official: Latest News, Live TV App (Google Play), by Asianet News Media & Entertainment Private Limited",https://play.google.com/store/apps/details?id=com.vserv.asianet,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Live Microphone – Mic Announcement & Speaker (Google Play), by One Way Apps",https://play.google.com/store/apps/details?id=one.way.bulletbikephotoeditor,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: AZ Screen Recorder - Video Recorder, Livestream (Google Play), by AZ Screen Recorder",https://play.google.com/store/apps/details?id=com.hecorat.screenrecorder.free,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Sand Balls (Google Play), by SayGames",https://play.google.com/store/apps/details?id=com.water.balls,Mobile application,0,39,0.00%,USD, --,0.00,0.00,0.00,0.00%
mtlnovel.com,http://mtlnovel.com,Site,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Video Status for Whatsapp (Indian Short Videos) (Google Play), by Appwin Solution",https://play.google.com/store/apps/details?id=com.appwinsolution.statusforwhatsapp.videostatus,Mobile application,1,9,11.11%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Spider Solitaire Fun (Google Play), by Top Solitaire Games",https://play.google.com/store/apps/details?id=com.cardgames.solitaire.fun.free.spider.classic,Mobile application,0,15,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Block Puzzle Jewel Legend (iTunes App Store), by Yan Yuliang",https://itunes.apple.com/us/app/id1195770330,Mobile application,2,10,20.00%,USD,0.02,0.04,0.00,0.00,0.00%
"Mobile App: Name Photo On Birthday Cake (Google Play), by Lack Light AppSolution",https://play.google.com/store/apps/details?id=saleena.style.cake.make,Mobile application,1,1,100.00%,USD,0.02,0.02,0.00,0.00,0.00%
"Mobile App: Sticker Maker (Google Play), by Stickify",https://play.google.com/store/apps/details?id=com.stickify.stickermaker,Mobile application,4,3,133.33%,USD,0.02,0.06,0.00,0.00,0.00%
"Mobile App: Bubble Shooter (Google Play), by S`games",https://play.google.com/store/apps/details?id=puzzle.games.bubble.shooter.deluxe,Mobile application,0,8,0.00%,USD, --,0.00,0.00,0.00,0.00%
loksatta.com,http://loksatta.com,Site,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Blend Collage Free (Google Play), by KDN Soft",https://play.google.com/store/apps/details?id=ru.kdnsoft.android.blendcollage.free,Mobile application,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Photo Slideshow with Music (Google Play), by Opals Apps",https://play.google.com/store/apps/details?id=com.opalsapps.photoslideshowwithmusic,Mobile application,7,55,12.73%,USD,0.01,0.08,0.00,0.00,0.00%
beachraider.com,http://beachraider.com,Site,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
articlesvally.com,http://articlesvally.com,Site,0,20,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Bead 16 - Sholo Guti, Sixteen Soldiers Game Online (Google Play), by Align It Games",https://play.google.com/store/apps/details?id=com.alignit.sixteenbead,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: My Galaxy (Google Play), by Samsung India Electronics Ltd.",https://play.google.com/store/apps/details?id=com.mygalaxy,Mobile application,1,2,50.00%,USD,0.02,0.02,0.00,0.00,0.00%
"Mobile App: Subway Princess Runner (Google Play), by Ivy",https://play.google.com/store/apps/details?id=com.rioo.runnersubway,Mobile application,11,176,6.25%,USD,0.01,0.11,0.00,0.00,0.00%
"Mobile App: Word Cookies!® (iTunes App Store), by BitMango Corporation",https://itunes.apple.com/us/app/id1153883316,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Pixel Art: Color by Number (Google Play), by Easybrain",https://play.google.com/store/apps/details?id=com.europosit.pixelcoloring,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Lollipop: Sweet Taste Match3 (iTunes App Store), by BitMango Corporation",https://itunes.apple.com/us/app/id1118803687,Mobile application,0,18,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Tunes : Set Caller Tune Free (Google Play), by Tool Mixer Apps",https://play.google.com/store/apps/details?id=mobimultiapp.setcallertune,Mobile application,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Shoot Hunter-Gun Killer (Google Play), by RAY3D",https://play.google.com/store/apps/details?id=com.ray3d.shootsniper,Mobile application,1,3,33.33%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Free VPN & security unblock Proxy -Snap Master VPN (Google Play), by ALL Connected",https://play.google.com/store/apps/details?id=free.vpn.unblock.proxy.vpnmaster,Mobile application,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Opera browser with free VPN (Google Play), by Opera",https://play.google.com/store/apps/details?id=com.opera.browser,Mobile application,0,44,0.00%,USD, --,0.00,0.00,0.00,0.00%
mobileapp::10002-ca-app-pub-7254891749191868, --,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Automatic Call Recorder (Google Play), by Appliqato",https://play.google.com/store/apps/details?id=com.appstar.callrecorder,Mobile application,5,141,3.55%,USD,0.01,0.05,0.00,0.00,0.00%
"Mobile App: Block Cross Puzzle (Google Play), by mobirix",https://play.google.com/store/apps/details?id=com.mobirix.nb,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Biugo - New Video Status,Magic videos Maker (Google Play), by biugo",https://play.google.com/store/apps/details?id=com.yy.biugo.lite,Mobile application,2,24,8.33%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: Ludo King (iTunes App Store), by Gametion",https://itunes.apple.com/us/app/id993090598,Mobile application,4,22,18.18%,USD,0.01,0.05,0.00,0.00,0.00%
"Mobile App: Block Puzzle: Fun Puzzle Game (iTunes App Store), by Jinbing Wang",https://itunes.apple.com/us/app/id1191831883,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
relrules.com,http://relrules.com,Site,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Frippa Games for Girls (Google Play), by Frippa Games",https://play.google.com/store/apps/details?id=com.girlgames.ppp,Mobile application,2,5,40.00%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: Emoji Photo Editor (Google Play), by FRM ART",https://play.google.com/store/apps/details?id=emoji.photo.editor,Mobile application,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Recover Deleted All Photos, Files And Contacts (Google Play), by Background Changer, Eraser & Booth Photo Editor",https://play.google.com/store/apps/details?id=com.backup.restore.device.image.contacts.recovery,Mobile application,1,1,100.00%,USD,0.02,0.02,0.00,0.00,0.00%
"Mobile App: Block Puzzle Jewel (Google Play), by hua weiwei",https://play.google.com/store/apps/details?id=com.differencetenderwhite.skirt,Mobile application,6,434,1.38%,USD,0.01,0.06,0.00,0.00,0.00%
studentsea.com,http://studentsea.com,Site,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Bubble Shooter - Fashion Bird (iTunes App Store), by Yan Yuliang",https://itunes.apple.com/us/app/id1142128785,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Word Checker for SCRABBLE (Google Play), by Boondoggle Labs",https://play.google.com/store/apps/details?id=fred.scrabbledictionary,Mobile application,0,7,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Stickman Battle (Google Play), by OneSoft Global PTE. LTD.",https://play.google.com/store/apps/details?id=com.stickman.shadow.battle,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Flashlight (Google Play), by Lighthouse, Inc.",https://play.google.com/store/apps/details?id=com.peacock.flashlight,Mobile application,1,3,33.33%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Notisave (Google Play), by TENQUBE Inc.",https://play.google.com/store/apps/details?id=com.tenqube.notisave,Mobile application,0,11,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: MV Master - Make Your Status Video & Community (Google Play), by XYZ ONLINE",https://play.google.com/store/apps/details?id=com.newbiz.mvmaster,Mobile application,15,503,2.98%,USD,0.01,0.15,0.00,0.00,0.00%
"Mobile App: Gujarati Calendar 2020 (Google Play), by eSeva",https://play.google.com/store/apps/details?id=online.eseva.gujaraticalendarpanchang,Mobile application,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
swagvideostatus.com,http://swagvideostatus.com,Site,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Bike Stunt Race Master 3d Racing - Free Games 2020 (Google Play), by The Knights Pvt Ltd",https://play.google.com/store/apps/details?id=com.knights.bikesstunt.motomaster,Mobile application,1,4,25.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: TV Remote for Sony (Smart TV Remote Control) (Google Play), by Spikes Labs",https://play.google.com/store/apps/details?id=roid.spikesroid.sonyy_wifi_remote,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Fruits Mania : Fairy rescue (iTunes App Store), by BitMango Corporation",https://itunes.apple.com/us/app/id1217659594,Mobile application,0,7,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: FPS Fire Team Shooter 3D: Sniper Shooter Ops 2020 (Google Play), by 6th Sense",https://play.google.com/store/apps/details?id=com.ss.fps.gun.action.battleground,Mobile application,2,2,100.00%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: Manga Dogs - discuss manga online (Google Play), by comic lover",https://play.google.com/store/apps/details?id=com.dogs.nine,Mobile application,0,35,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Ramp Car Stunts Racing: Impossible Tracks 3D (Google Play), by Games Wing",https://play.google.com/store/apps/details?id=com.gameswing.impossiblecarstunts.monstertrucks.cardriving.simulator,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Flow Free (iTunes App Store), by Big Duck Games LLC",https://itunes.apple.com/us/app/id526641427,Mobile application,3,38,7.89%,USD,0.01,0.04,0.00,0.00,0.00%
"Mobile App: Girlfriend Photo Editor 👩 Stickers for Pictures (Google Play), by Photo & Video Editor 📷 Camera Filters and Effects",https://play.google.com/store/apps/details?id=com.Girlfriend.Photo.Editor.Stickers.Pictures,Mobile application,0,7,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: I love you live wallpaper (Google Play), by HD Wallpaper themes",https://play.google.com/store/apps/details?id=hdwallpaperthemes.iloveyou.live.wallpaper,Mobile application,1,3,33.33%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: JewelKing (Google Play), by TAP GAMES",https://play.google.com/store/apps/details?id=com.gemsblast.puzzlelegend,Mobile application,1,6,16.67%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Ringtone Maker Wiz (Google Play), by MaxigetDM",https://play.google.com/store/apps/details?id=com.ringtonewiz,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Best Tamil Status 2020 - 30 Sec Tamil Video Status (Google Play), by WallperApps",https://play.google.com/store/apps/details?id=com.best.tamilstatus,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Data Recharge & Data Saver 4G (Google Play), by Databack",https://play.google.com/store/apps/details?id=free.mobile.internet.data.recharge,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Royal Girls - Princess Salon (Google Play), by Promedia Studio",https://play.google.com/store/apps/details?id=net.promediastudio.royalgirlsprincesssalon,Mobile application,2,14,14.29%,USD,0.01,0.03,0.00,0.00,0.00%
"Mobile App: Truth or Dare - Spin the Bottle (Google Play), by The Rising Techie",https://play.google.com/store/apps/details?id=com.therisingtechie.truthordare,Mobile application,0,12,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: VCall - Free Video Calling (Google Play), by Classicdev",https://play.google.com/store/apps/details?id=com.classicapps.video.chat,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: VFly-Status Videos, Status Maker, New Video Status (Google Play), by Vflyteam",https://play.google.com/store/apps/details?id=com.ai.bfly,Mobile application,1,130,0.77%,USD,0.01,0.01,0.00,0.00,0.00%
kuwaitjobvacancy.com,http://kuwaitjobvacancy.com,Site,1,3,33.33%,USD,0.01,0.01,0.00,0.00,0.00%
mobileapp::2-com.bubblepopadventure.hyy.palm,https://play.google.com/store/apps/details?id=com.bubblepopadventure.hyy.palm,Mobile application,1,3,33.33%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Bubble Jump (Google Play), by match_three",https://play.google.com/store/apps/details?id=com.match.three.bubbleblast.free,Mobile application,0,10,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Bubble Shooter (Google Play), by Dialekts",https://play.google.com/store/apps/details?id=com.riobma.bubbleair,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
bhaskar.com,http://bhaskar.com,Site,0,7,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Dice Merge - Jigsaw Puzzle (Google Play), by 블록 스튜디오",https://play.google.com/store/apps/details?id=com.mergegame.dicemergejigsaw.pieces,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
boskids.com,http://boskids.com,Site,1,10,10.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Subway Run - Train Surfing 3D (Google Play), by SOBS Tech",https://play.google.com/store/apps/details?id=com.sobs.runner,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Video Editor & Video Maker - InShot (Google Play), by InShot Inc.",https://play.google.com/store/apps/details?id=com.camerasideas.instashot,Mobile application,2,14,14.29%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: Dicedom - Merge Puzzle (Google Play), by Fun Free Fun",https://play.google.com/store/apps/details?id=com.dicedom.mergepuzzle,Mobile application,0,66,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Epic Race 3D (Google Play), by Good Job Games",https://play.google.com/store/apps/details?id=com.gym.racegame,Mobile application,0,9,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: The Caring Souls New Games: ER Doctor Arcade Games (Google Play), by Spartans Global INC.",https://play.google.com/store/apps/details?id=com.goxo.doctor.heart.surgery.game,Mobile application,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Mehndi Designs (offline) (Google Play), by icyarena",https://play.google.com/store/apps/details?id=com.icyarena.android.mehndidesign,Mobile application,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Call Recorder - Cube ACR (Google Play), by Cube Systems",https://play.google.com/store/apps/details?id=com.catalinagroup.callrecorder,Mobile application,0,16,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Super Bino Go - New Adventure Game 2020 (Google Play), by OneSoft Global PTE. LTD.",https://play.google.com/store/apps/details?id=com.superbinogo.jungleboyadventure,Mobile application,2,6,33.33%,USD,0.01,0.02,0.00,0.00,0.00%
dareforyou.me,http://dareforyou.me,Site,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
waraquetaza.com,http://waraquetaza.com,Site,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Block Gems: Classic Block Puzzle Games (Google Play), by DoPuz Games",https://play.google.com/store/apps/details?id=com.blockpuzzle.classicbrickgames,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Automatic Call Recorder (Google Play), by recorder & smart apps",https://play.google.com/store/apps/details?id=com.callrecord.auto,Mobile application,1,4,25.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: All Document Manager-Read All Office Documents (Google Play), by Apstan Studio",https://play.google.com/store/apps/details?id=docments.reader.documentmanager.free,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Game Center (Google Play), by Micromax Informatics",https://play.google.com/store/apps/details?id=com.gamecenter.android,Mobile application,2,1,200.00%,USD,0.02,0.04,0.00,0.00,0.00%
"Mobile App: Sudoku (Google Play), by Evgeny Karavashkin",https://play.google.com/store/apps/details?id=draziw.karavan.sudoku,Mobile application,0,8,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Carrom 3D (Google Play), by Zagmoid",https://play.google.com/store/apps/details?id=com.zagmoid.carrom3d,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
manoramaonline.com,http://manoramaonline.com,Site,0,12,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Vault - Hide Pics & Videos, App Lock, Free Backup (Google Play), by Wafer Co.",https://play.google.com/store/apps/details?id=com.netqin.ps,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
onlinesattaking.in,http://onlinesattaking.in,Site,0,13,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Camera To PDF Scanner (Google Play), by KunKunSoftware",https://play.google.com/store/apps/details?id=com.kaikaisoft.pdfscanner,Mobile application,1,4,25.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Braindom: Tricky Brain Puzzle, Mind Games, IQ Test (Google Play), by Matchingham Games",https://play.google.com/store/apps/details?id=com.braindom,Mobile application,0,9,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Free Music (Google Play), by Free Music - Music Player",https://play.google.com/store/apps/details?id=com.musicstreaming.freemusic,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Bible Word Cross Puzzle - Best Free Word Games (Google Play), by Fantasy Word Games",https://play.google.com/store/apps/details?id=wordcross.bible.wordscapes.word.cookies.puzzle.collect.word.games,Mobile application,0,11,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: LokiCraft (Google Play), by akseno2",https://play.google.com/store/apps/details?id=com.ua.building.Lokicraft,Mobile application,1,47,2.13%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Upasana | उपासना (Google Play), by Regio Developers",https://play.google.com/store/apps/details?id=com.regio.developers.upasana,Mobile application,2,1,200.00%,USD,0.01,0.02,0.00,0.00,0.00%
buddymojo.com,http://buddymojo.com,Site,1,3,33.33%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Lyrical.ly - Lyrical Video Status Maker (Google Play), by lyrical.ly",https://play.google.com/store/apps/details?id=com.opex.makemyvideostatus,Mobile application,9,274,3.28%,USD,0.01,0.09,0.00,0.00,0.00%
"Mobile App: Super Adventure Jungle (Google Play), by PT Studio64",https://play.google.com/store/apps/details?id=net.superBromax.worldrun,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
livehindustan.com,http://livehindustan.com,Site,3,41,7.32%,USD,0.01,0.03,0.00,0.00,0.00%
westbengal24x7.com,http://westbengal24x7.com,Site,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: App Vault (Google Play), by Xiaomi Inc.",https://play.google.com/store/apps/details?id=com.mi.android.globalminusscreen,Mobile application,1,19,5.26%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Magic.ly™ - Magic Video Maker & Video Editor (Google Play), by Magic.ly",https://play.google.com/store/apps/details?id=statusvideo.magicvideomaker.magic.ly,Mobile application,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: AW - free video calls and chat (Google Play), by AW Inc.",https://play.google.com/store/apps/details?id=com.androidworks.videocalling,Mobile application,0,24,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Merge Puzzle  (iTunes App Store), by Lei Guo",https://itunes.apple.com/us/app/id1483008483,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Yoga for Weight Loss - Daily Yoga Workout Plan (Google Play), by OHealthApps Studio",https://play.google.com/store/apps/details?id=com.ohealthstudio.yogaforweightloss,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Mini Scanner -Free PDF Scanner App (Google Play), by Easy inc.",https://play.google.com/store/apps/details?id=com.simplescan.miniscanner,Mobile application,1,7,14.29%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Automatic Call Recorder Latest (ACR) (Google Play), by Q4U Mobile Apps",https://play.google.com/store/apps/details?id=com.q4u.autocallrecorder,Mobile application,1,44,2.27%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Card Game 29 (Google Play), by Z Level Apps",https://play.google.com/store/apps/details?id=com.zlevelapps.cardgame29,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Love Collage Maker - Photo Editor & Heart Frames (Google Play), by eToolkit Inc",https://play.google.com/store/apps/details?id=com.etoolkit.lovecollage,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Bluff (Google Play), by Floating Ninja Games",https://play.google.com/store/apps/details?id=bluff.card.game,Mobile application,2,1,200.00%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: Translate All Language - Voice Text Translator (Google Play), by TopTap Studio",https://play.google.com/store/apps/details?id=free.translate.all.language.translator,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Pick Me Up™ (Google Play), by tastypill",https://play.google.com/store/apps/details?id=com.custom.pickmeup,Mobile application,2,3,66.67%,USD,0.02,0.03,0.00,0.00,0.00%
"Mobile App: ZEDGE™ Wallpapers & Ringtones (Google Play), by Zedge",https://play.google.com/store/apps/details?id=net.zedge.android,Mobile application,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: My Talking Tom (iTunes App Store), by Outfit7 Limited",https://itunes.apple.com/us/app/id657500465,Mobile application,3,15,20.00%,USD,0.01,0.04,0.00,0.00,0.00%
indiaspeaks.news,http://indiaspeaks.news,Site,0,10,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Sudoku World - Brainstorming!! (iTunes App Store), by Chaohsien Lee",https://itunes.apple.com/us/app/id463419280,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: KineMaster - Video Editor, Video Maker (Google Play), by KineMaster Corporation",https://play.google.com/store/apps/details?id=com.nexstreaming.app.kinemasterfree,Mobile application,2,26,7.69%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: Star Launcher India (Google Play), by Mobile Star Corp",https://play.google.com/store/apps/details?id=com.mobiistar.launcherin,Mobile application,2,2,100.00%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: U-Dictionary: Oxford Dictionary Free Now Translate (Google Play), by Talent Education Inc",https://play.google.com/store/apps/details?id=com.youdao.hindict,Mobile application,1,8,12.50%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Candy Fever (Google Play), by Mobileguru",https://play.google.com/store/apps/details?id=com.mobileguru.candyfever.free,Mobile application,0,18,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Ludo Champion (Google Play), by Mozzo Studio",https://play.google.com/store/apps/details?id=com.mz.classicludogame,Mobile application,3,58,5.17%,USD,0.01,0.03,0.00,0.00,0.00%
VIPIN STUDIO,http://youtube.com/channel/UCG6_lQElPLfP-JDvU79rSQg,YouTube channel,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: FontFix - Free Fonts (Google Play), by JRummy Apps",https://play.google.com/store/apps/details?id=com.jrummy.font.installer.free,Mobile application,1,2,50.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Photo & Video Downloader for Instagram - Repost IG (Google Play), by Video Downloader & Video Player & Photo Downloader",https://play.google.com/store/apps/details?id=instake.repost.instagramphotodownloader.instagramvideodownloader,Mobile application,0,8,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Mall Girl Dress Up Game (Google Play), by TiApp Studio",https://play.google.com/store/apps/details?id=air.com.pinkieplay.mallgirldressup,Mobile application,1,4,25.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Birdpapa - Bubble Crush (Google Play), by tomlovegame",https://play.google.com/store/apps/details?id=game.bubble.shooter.happy.bird,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Birthday Video Maker With Song (Google Play), by WOOW Tech",https://play.google.com/store/apps/details?id=wow.birthdaysong.birthdayvideomaker,Mobile application,2,1,200.00%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: Lovely - Lyrical Video Status Maker (Google Play), by Meta Applications",https://play.google.com/store/apps/details?id=videostatusmaker.videostatus.lyrical.lovely.love.ly,Mobile application,1,40,2.50%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Block Puzzle Classic Legend ! (Google Play), by MobiClassicGame",https://play.google.com/store/apps/details?id=com.globalclassicgame.brickpuzzlelegend,Mobile application,2,1,200.00%,USD,0.01,0.02,0.00,0.00,0.00%
"Mobile App: MBit Music Particle.ly Video Status Maker & Editor (Google Play), by MBit Music Inc.",https://play.google.com/store/apps/details?id=com.fogg.photovideomaker,Mobile application,5,65,7.69%,USD,0.01,0.05,0.00,0.00,0.00%
"Mobile App: NCERT Hindi Books, Notes, MCQs (Google Play), by Mukesh Kaushik",https://play.google.com/store/apps/details?id=latest.ncert.hindi.books,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
tupaki.com,http://tupaki.com,Site,1,1,100.00%,USD,0.01,0.01,0.00,0.00,0.00%
journalistate.com,http://journalistate.com,Site,0,7,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Love Video Maker With Song (Google Play), by Photo Video Music Studio",https://play.google.com/store/apps/details?id=photovideomusicstudio.velentinevideomaker,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
intoday.in,http://intoday.in,Site,1,100,1.00%,USD,0.01,0.01,0.00,0.00,0.00%
"Mobile App: Earn Money by Recharge, Loan, Payment and Resell (Google Play), by True Balance - Balance Hero",https://play.google.com/store/apps/details?id=com.balancehero.truebalance,Mobile application,0,11,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Bubble Shooter Space (Google Play), by Bubble Shooter",https://play.google.com/store/apps/details?id=bubbleshooter.space,Mobile application,0,11,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Lie Detector Test Prank - Fingerprint Scanner (Google Play), by SmartDroid Tech",https://play.google.com/store/apps/details?id=com.m2c.lie.detector.prank,Mobile application,0,6,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: AppLock - Advanced Protection (Google Play), by security protect",https://play.google.com/store/apps/details?id=com.Protect_Utilities.AppLock_AdvancedProtection,Mobile application,0,5,0.00%,USD, --,0.00,0.00,0.00,0.00%
"Mobile App: Photo Collage Maker - Photo Editor & Photo Collage (Google Play), by Lyrebird Studio",https://play.google.com/store/apps/details?id=com.lyrebirdstudio.collage,Mobile application,4,15,26.67%,USD,0.01,0.05,0.00,0.00,0.00%
"Mobile App: Color Rings Puzzle (Google Play), by Fun Free Fun",https://play.google.com/store/apps/details?id=com.puzzle.rings,Mobile application,0,12,0.00%,USD, --,0.00,0.00,0.00,0.00%
